employee_id,overtime_hrs,manager_changes,engagement,left_company
590,106.03,280.09,71,0
591,428.89,163.66,44,1
592,346.38,19.2,50,0
593,316.3,348.46,93,1
594,174.71,13.53,34,0
595,110.94,322.16,67,0
596,169.82,371.61,33,0
597,437.97,75.67,62,1
598,141.54,23.35,27,0
599,349.94,184.34,66,1
600,298.73,37.65,64,0
601,321.89,384.72,58,1
602,60.83,137.91,58,0
603,477.68,165.06,33,1
604,50.54,119.23,48,0
605,489.44,175.18,32,1
606,490.6,265.7,68,1
607,472.14,358.47,89,1
608,184.88,181.53,38,0
609,469.28,191.73,58,1
610,346.18,340.0,88,1
611,305.66,315.56,78,1
612,291.5,491.92,20,1
613,102.77,319.02,23,0
614,123.35,377.75,58,0
615,34.24,454.62,82,0
616,144.82,413.88,52,1
617,10.32,79.88,80,0
618,31.75,382.37,64,0
619,324.5,379.98,27,1
620,232.19,95.58,60,0
621,208.89,359.55,32,1
622,173.03,366.95,64,1
623,480.46,61.94,66,1
624,128.24,409.54,77,1
625,301.86,249.41,91,1
626,435.19,334.06,48,1
627,379.19,301.07,25,1
628,70.19,303.68,77,0
629,79.25,123.15,28,0
630,94.67,377.17,71,0
631,104.66,385.32,52,0
632,260.56,471.22,51,1
633,489.05,397.58,62,1
634,463.83,492.63,73,1
635,290.78,182.02,25,0
636,385.38,412.57,54,1
637,101.28,457.57,41,1
638,38.62,196.25,47,0
639,344.99,399.76,23,1
640,100.39,278.52,86,0
641,44.49,346.41,55,0
642,428.2,162.05,39,1
643,287.77,170.46,31,0
644,184.94,221.4,22,0
645,190.73,460.08,28,1
646,407.88,346.99,29,1
647,187.06,103.28,58,0
648,366.71,44.52,60,0
649,466.04,346.34,34,1
650,14.1,345.27,74,0
651,332.15,145.78,69,0
652,85.74,104.83,30,0
653,16.08,279.99,54,0
654,254.91,361.29,40,1
655,151.26,447.26,20,1
656,354.58,272.97,67,1
657,123.25,206.47,87,0
658,333.22,155.77,30,0
659,195.33,190.66,73,0
660,234.66,264.01,27,0
661,90.07,385.44,72,0
662,212.04,149.72,83,0
663,305.64,455.2,54,1
664,264.72,288.92,90,1
665,430.48,461.83,90,1
666,65.88,348.98,55,0
667,63.47,428.78,26,0
668,406.25,127.02,42,1
669,13.52,25.29,38,0
670,67.45,204.55,81,0
671,56.38,337.97,35,0
672,51.38,151.12,47,0
673,227.48,38.96,25,0
674,37.18,164.96,78,0
675,102.43,298.87,67,0
676,220.21,328.86,88,1
677,238.36,148.05,79,0
678,345.09,253.97,40,1
679,496.79,295.34,51,1
680,112.81,248.41,59,0
681,385.7,33.11,80,0
682,479.68,330.81,38,1
683,30.09,236.15,59,0
684,115.12,466.25,65,1
685,351.44,191.97,87,1
686,227.76,369.95,54,1
687,180.87,499.06,22,1
688,139.15,77.6,60,0
689,397.95,18.07,69,0
690,423.95,268.07,59,1
691,131.02,365.8,90,1
692,395.42,421.47,50,1
693,66.69,495.23,78,1
694,268.91,457.61,78,1
695,363.07,245.1,39,1
696,25.27,485.67,34,0
697,393.19,70.99,49,0
698,270.06,266.58,36,0
699,304.03,96.54,66,0
700,50.06,459.21,37,0
701,453.38,332.27,94,1
702,395.5,422.43,26,1
703,449.47,46.44,40,0
704,88.56,255.36,27,0
705,401.86,83.44,35,0
706,249.6,156.74,37,0
707,301.56,199.01,79,1
708,29.98,281.58,28,0
709,110.37,118.57,54,0
710,332.22,49.14,53,0
711,278.14,17.73,62,0
712,45.95,221.77,88,0
713,275.6,12.46,62,0
714,194.24,470.22,94,1
715,276.34,62.33,77,0
716,480.34,93.92,52,1
717,135.27,129.03,66,0
718,224.77,72.98,38,0
719,323.29,162.88,49,0
720,435.2,16.55,29,0
721,483.15,457.15,63,1
722,362.73,70.81,28,0
723,10.53,348.81,93,0
724,255.38,86.69,31,0
725,406.89,141.26,45,1
726,88.71,254.12,59,0
727,261.03,216.71,79,0
728,357.41,345.43,50,1
729,396.09,407.25,28,1
730,181.07,262.67,85,0
731,25.77,405.35,67,0
732,50.99,125.39,92,0
733,137.7,160.16,84,0
734,222.07,17.76,65,0
735,228.38,307.8,37,0
736,470.61,187.78,48,1
737,132.49,251.31,37,0
738,461.28,410.42,30,1
739,74.33,231.73,57,0
740,377.69,469.39,73,1
741,201.05,254.56,56,0
742,148.01,82.57,84,0
743,147.25,488.34,38,1
744,304.26,491.86,36,1
745,67.02,107.69,50,0
746,90.95,149.47,59,0
747,134.04,63.46,85,0
748,285.66,182.67,25,0
749,62.42,422.17,61,0
750,460.52,489.49,32,1
751,179.43,83.15,60,0
752,190.86,299.0,76,0
753,97.64,210.12,55,0
754,223.16,35.95,88,0
755,437.0,99.34,77,1
756,406.52,386.51,57,1
757,97.06,41.77,68,0
758,32.15,403.72,72,0
759,419.09,451.34,23,1
760,296.41,329.9,21,1
761,232.04,169.97,21,0
762,67.62,270.13,47,0
763,180.61,483.9,35,1
764,316.47,179.9,39,0
765,81.16,224.14,37,0
766,329.46,462.69,25,1
767,213.67,414.49,31,1
768,115.57,175.71,28,0
769,364.27,252.05,71,1
770,222.64,158.26,93,0
771,339.75,164.56,67,0
772,240.61,361.37,34,1
773,314.72,228.66,20,0
774,499.56,170.57,89,1
775,201.89,130.32,92,0
776,140.97,64.44,61,0
777,487.01,212.34,55,1
778,312.33,412.43,70,1
779,115.34,368.65,47,0
780,313.63,155.54,91,0
781,10.61,54.72,48,0
782,480.39,423.61,31,1
783,308.79,405.2,59,1
784,467.27,217.33,32,1
785,339.14,44.56,33,0
786,123.24,242.32,94,0
787,196.16,368.25,46,1
788,384.59,12.24,73,0
789,221.9,91.64,31,0
790,90.91,150.46,45,0
791,179.84,55.26,67,0
792,478.39,421.07,25,1
793,362.18,113.32,34,0
794,293.87,177.5,44,0
795,162.44,203.31,54,0
796,175.75,337.78,65,1
797,90.75,132.34,88,0
798,299.59,425.14,56,1
799,148.1,74.74,65,0
800,245.33,97.48,85,0
